uid,iid
6576,356
6576,359
6576,371
6576,946
6576,950
6576,1041
6576,1292
6576,1508
6576,1532
6576,1652
6576,1672
6576,1673
6576,1978
6576,2473
6576,2696
6576,2942
6576,2961
6576,3764
6576,4855
6576,5168
6576,5218
6576,5253
6576,6369
6576,7370
6576,8972
6576,9644
6576,9851
6576,10010
6576,11100
2348,212
2348,479
2348,688
2348,698
2348,822
2348,2649
2348,2845
2348,3465
2348,4252
2348,5698
2348,6406
2348,6790
2348,6963
2348,7000
2348,7784
2140,2846
2140,7333
2140,8468
2140,9651
2140,9829
6775,721
6775,1610
6775,2469
6775,4198
6775,6950
2503,119
2503,122
2503,196
2503,231
2503,322
2503,356
2503,359
2503,371
2503,415
2503,442
2503,589
2503,754
2503,900
2503,928
2503,929
2503,940
2503,943
2503,979
2503,1014
2503,1381
2503,1390
2503,1392
2503,1393
2503,1605
2503,1638
2503,1663
2503,1679
2503,1732
2503,1923
2503,1926
2503,1978
2503,2479
2503,2908
2503,2957
2503,3010
2503,3012
2503,3020
2503,3262
2503,3346
2503,3430
2503,3668
2503,4581
2503,5404
2503,5693
2503,5849
2503,5940
2503,6140
2503,6601
2503,6617
2503,6621
2503,7438
2503,7788
2503,7879
2503,7981
2503,8047
2503,8321
2503,8495
2503,8623
2503,8724
2503,9057
2503,9279
2503,9376
2503,9658
2503,10039
2751,119
2751,201
2751,356
2751,415
2751,888
2751,900
2751,929
2751,940
2751,946
2751,953
2751,958
2751,1116
2751,1392
2751,1393
2751,1395
2751,1638
2751,3004
2751,3047
2751,3743
2751,4071
2751,4143
2751,4514
2751,4709
2751,4758
2751,5005
2751,5041
2751,5075
2751,5291
2751,5565
2751,7284
2751,7573
2751,8152
2751,8178
2751,8824
2751,9753
2751,9916
2751,9959
2751,10013
2171,119
2171,371
2171,764
2171,943
2171,1696
2171,2436
2171,3184
2171,3596
2171,3661
2171,4214
2171,4813
2171,4928
2171,4936
2171,5218
2171,6205
2171,6486
2171,7149
2171,8302
2171,8706
2171,9125
2171,10209
2776,201
2776,308
2776,443
2776,651
2776,712
2776,2283
2776,2475
2776,2633
2776,2956
2776,3431
2776,3627
2776,3776
2776,3813
2776,3857
2776,4715
2776,4892
2776,5027
2776,5031
2776,5387
2776,5404
2776,5442
2776,5577
2776,5656
2776,5745
2776,5780
2776,5800
2776,6171
2776,6370
2776,6791
2776,6851
2776,6888
2776,7128
2776,7188
2776,7323
2776,7326
