uid,iid
1,6068
1,6011
1,6119
1,1
2,6565
2,14311
2,50
2,6147
2,1
4,7455
4,13181
4,14398
4,2253
4,7521
4,1
5,6119
5,13181
5,13199
5,6032
5,6120
5,1
6,4117
6,12086
6,11649
6,13199
6,6702
6,34
6,4131
6,14325
7,1
8,6143
8,65
8,12105
8,13199
8,11926
8,43
8,82
8,1
9,6020
9,7584
9,8530
9,2218
9,6081
9,1
10,7442
10,1
11,12105
11,1
12,12090
12,7623
12,4
12,6666
12,10313
12,6021
12,14432
12,2375
12,5038
12,14338
12,7372
12,14416
12,6247
12,6119
12,2214
12,6044
12,777
12,7567
12,4137
12,6015
12,6040
12,5049
12,6152
12,7378
12,41
12,11921
12,14428
12,7008
12,676
12,12041
14,23
14,7551
14,11987
14,6140
14,14432
14,4131
14,6055
14,13166
14,7566
14,14337
14,7537
14,7473
14,2487
14,7433
14,2233
14,9270
14,4172
14,6070
14,6655
14,6056
14,7487
14,7631
14,30
14,12057
14,14340
14,7557
14,2229
14,12086
16,1
17,14312
17,1
18,7370
18,1
19,11932
19,14310
19,36
19,7508
19,1
20,2213
20,13120
20,14400
20,12102
20,48
20,2267
20,1
21,6068
21,14337
21,13199
21,14405
21,12041
21,1175
21,6074
21,14427
23,2240
23,12033
23,12015
23,13199
23,7612
23,1178
23,2375
23,14505
24,7534
24,6067
24,14416
24,2237
24,5036
24,14426
24,7582
24,14404
24,7479
24,7406
24,1176
24,7386
24,782
24,8733
24,4137
24,6039
24,6653
24,5264
24,7422
24,7632
24,12
24,12682
24,14416
24,7555
24,771
24,14346
26,14312
26,1
27,2219
27,14435
27,4161
27,14315
27,40
27,6152
27,14447
27,7444
27,12237
27,7567
27,62
27,12231
27,13107
27,6032
27,2239
27,12096
27,4167
27,11973
27,4162
27,6617
27,6246
27,6055
27,6056
27,38
27,2349
27,14436
27,14470
27,681
27,14495
27,6143
27,14354
27,7473
27,12192
27,7675
27,12155
27,7680
27,11925
27,36
27,6110
27,2217
27,684
27,4157
27,5043
27,12236
27,4174
27,6031
27,7008
27,12162
27,13193
27,2272
27,7492
27,7644
27,7750
27,14480
27,14503
27,6258
27,4117
27,7512
27,12015
27,8733
27,2303
27,7753
27,4649
27,7093
27,6655
27,6111
27,12191
27,6371
28,6016
28,6021
28,6565
28,14432
28,7566
28,4112
28,14326
28,7370
28,14397
28,2243
28,6011
28,7577
31,1
32,1
34,7644
34,13054
34,2218
34,7378
34,1
35,86
35,7455
35,14530
35,8302
35,11932
35,1176
35,8601
35,787
35,1174
35,6160
35,6613
35,7847
35,6317
35,11984
35,62
35,14541
35,196
37,6444
37,5102
37,6617
37,1
38,2243
38,2235
38,2236
38,6141
38,14396
38,7439
38,50
38,13166
38,7370
38,13180
38,23
38,2224
38,7492
39,10417
39,2282
39,410
39,14431
39,7508
39,7520
39,14404
39,7776
39,10
39,6790
39,10184
39,4606
39,24
39,408
39,2252
39,14555
39,6901
39,12252
39,15128
39,6650
39,14352
39,6268
39,53
39,6143
39,37
39,6108
39,6940
39,14685
39,14445
39,10427
39,14394
39,6864
39,15330
39,11196
40,9079
40,7084
40,8973
40,8801
40,8921
40,9179
40,12340
40,468
40,2502
40,13517
40,13664
40,13125
40,11793
40,13246
40,9065
40,11798
40,3936
40,7661
40,7191
40,9544
40,8877
40,3017
40,663
40,414
40,12385
40,2670
40,9405
40,1279
40,13581
40,398
40,9390
40,9290
40,8622
40,10407
40,9772
40,9280
40,5667
40,1398
40,3020
40,7140
40,6988
40,5775
40,15437
40,15305
40,559
40,15633
40,11625
40,7357
40,9264
40,8806
40,8831
40,8970
40,13485
40,6728
40,1140
40,614
40,3014
40,5662
40,9256
40,7553
40,8802
40,8897
40,15565
40,15899
40,7023
40,2863
40,8233
40,9110
40,13507
40,8912
40,2676
40,8902
40,4625
40,7308
40,7178
40,6759
40,9263
40,7082
41,6081
41,78
41,6238
41,1
42,7443
42,6017
42,12075
42,11926
42,11649
42,12959
42,3165
42,6038
42,12007
44,12182
44,14313
44,12231
44,36
44,2278
44,1
45,4172
45,12232
45,12238
45,53
45,5046
45,1
48,2
50,2
51,14488
51,2
52,6581
52,14432
52,14507
52,4207
52,6660
52,2
53,2
54,2
55,14540
55,2
56,6078
56,4103
56,11149
56,13036
56,6852
56,1211
56,4326
56,2
57,16050
57,2
58,3159
58,197
58,6200
58,2
59,6867
59,2
60,333
60,13393
60,12103
60,14338
60,6958
60,45
60,398
60,14398
61,6660
61,12020
61,11493
61,10132
61,10184
61,14392
61,6141
61,13148
61,14405
61,2733
61,14480
61,10988
61,12329
61,178
61,10367
61,4503
61,2789
61,6614
61,6794
61,13301
61,7161
61,12245
61,6017
61,15075
61,14445
61,6785
61,11011
61,11682
61,6247
61,12622
61,1656
61,14323
61,6107
61,6790
61,12265
61,12132
61,10404
61,11995
61,6694
61,12377
61,10558
62,6412
62,7232
62,6939
62,7161
62,7572
62,12454
62,178
62,1289
62,13381
62,13698
62,12642
62,12252
62,13037
62,7480
62,12268
62,4292
62,6759
62,6623
62,11431
62,7070
62,3065
62,410
62,65
62,12377
62,2303
62,9783
62,553
62,13528
62,48
62,9779
62,9077
62,6829
62,12123
62,13446
62,11962
62,8872
62,5264
62,662
62,3086
62,6434
62,6314
62,6016
62,14444
62,14405
62,315
62,15025
62,12226
62,6728
62,8474
62,6968
62,7027
62,7200
62,13202
62,6070
62,552
62,337
62,3011
62,4868
62,8147
62,14243
62,6753
62,6940
62,7101
62,14503
62,15899
62,6358
62,2594
62,6785
62,7546
62,13317
62,7160
62,2312
62,7126
62,4454
62,6691
62,6613
62,6074
62,8358
62,6393
63,14436
63,3
64,7378
64,13121
64,14428
64,12242
64,3173
64,7487
64,3
65,14448
65,3
66,12321
66,3
67,12294
67,2292
67,2267
67,2277
67,6239
67,14488
67,11986
67,6666
67,1302
67,12650
67,6617
67,14428
67,12233
67,53
67,2227
67,7467
68,4117
68,14428
68,12107
68,14436
68,10152
68,57
68,4127
68,14448
69,14326
69,3
70,12102
70,6077
70,14429
70,13180
70,12231
70,14435
70,2276
70,6090
70,14427
71,7680
71,3
72,13181
72,3
73,6119
73,13181
73,3
74,12014
74,3
75,14432
75,4
77,4
80,14308
80,4127
80,2246
80,6068
80,4
81,4
83,6119
83,4127
83,6120
83,4
86,12014
86,12102
86,53
86,4137
86,4
87,12134
87,4
88,12193
88,4
89,12105
89,4
90,14326
90,4
91,6119
91,7632
91,7378
91,2226
91,12091
91,7535
91,12098
91,56
91,2227
91,10101
93,4153
93,12338
93,4
94,14325
94,4
95,12134
95,2310
95,14428
95,13273
95,12403
95,14466
95,98
95,6068
95,14399
96,4
97,4
98,7512
98,4109
98,12007
98,12161
98,8643
98,785
98,4206
98,4
99,4
100,6044
100,2350
100,6068
100,4
101,14326
101,43
101,23
101,45
101,5
102,13120
102,2229
102,59
102,1310
102,6019
102,14397
102,6137
102,50
102,14325
102,6058
102,14363
102,31
102,54
102,6247
103,9583
103,12360
103,3172
103,8891
103,5
104,5
105,5
106,6106
106,6078
106,7027
106,6929
106,6630
106,6643
106,14521
106,4613
106,15024
106,14461
106,315
106,15078
106,6787
106,8974
106,12385
106,12450
106,13360
106,64
106,6692
106,2297
106,320
106,5599
106,6393
106,14445
106,6601
106,8716
106,2697
106,15308
106,12257
106,13129
106,14888
106,6267
106,6840
106,14391
106,6939
106,4634
106,9259
106,13552
106,80
106,12480
106,13232
106,4540
106,13137
106,13642
106,6279
106,8806
106,7661
106,6745
106,14495
106,6960
106,6136
106,9052
106,6753
107,6
